Code,Part no,Partcode,Desc,Plan-IT FC,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25,Jan-26,Feb-26,Mar-26,Apr-26,Total Qty,Sales Trend,L12 M sales,L6 M Sales,L3 M Sales,Max,Trend,Monthly FC  L6 M,FC Variance,% Variance,Trend
IN8,3034889,IN83034889,SHIM 2MM,,,,2,,2,,4,,,,,,8,, 1 , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
IN8,70305823,IN870305823,RUBBER CUSHION,,,,1,,1,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
IN8,ELO008010,IN8ELO008010,PVC CONDUIT FLEXIBLE,,10,,,,15,5,,,,,,,30,, 3 , -   , -   , 3 , -   , -   , -   , ►, Downward Trend
IN8,VB001251,IN8VB001251,FRONT PANEL NC SEATER,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
IN8,VB001273,IN8VB001273,DOOR TOP COVER,,,,,,,,,,,,1,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
IN8,VB001274,IN8VB001274,DOOR TOP COVER,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
IN8,VB001278,IN8VB001278,COVER- FINISHER,,,,,,,,,,,,,1,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
IN8,VB001993,IN8VB001993,SEALENT -263,,7,4,5,2,12,11,14,12,0,11,5,8,91,, 8 , 8 , 8 , 8 , 1.00 , 8.00 , 8.00 , 100.0% ▲, Moderate Trend
IN8,VB002025,IN8VB002025,SIKA PRIMER 207 BLACK,,,1,,1,1,2,1,2,,,1,1,10,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
IN8,VB002027,IN8VB002027,"AKTOVATOR, ADHESION PROMOTOR",,,1,,1,1,2,,2,,1,1,1,10,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
IN8,VB005185,IN8VB005185,COVER,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
IN8,VB010094,IN8VB010094,FINISHER FRONT DESTINATION,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
IN8,VB010527,IN8VB010527,SERVICE KIT,,,,,,,,,,,6,,,6,, 1 , 1 , 2 , 2 , 2.00 , 1.00 , 1.00 , 100.0% ▲, Upward Trend
IN8,VB010546,IN8VB010546,MOBILE HOLDER,,,,,,,,,,,3,,,3,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
IN8,VB016556,IN8VB016556,BATTERY 200AH,,,,,,,,2,,,,,1,3,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
IN8,VB024223,IN8VB024223,SLX Logo Sleeper upgrade,,,,,,,,,,1,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
IN9,67-70835,IN967-70835,DPF CONTAINER,,1,1,1,1,1,2,,,,,2,,9,, 1 , -   , 1 , 1 , 1.00 , -   , -   , ►, Moderate Trend
OL,1026570,OL1026570,VOLVO-HYD-OIL-DS68,,,,2,,,4,7,,,,3,2,18,, 2 , 2 , 2 , 2 , 1.00 , 2.00 , 2.00 , 100.0% ▲, Moderate Trend
OL,1026570-I,OL1026570-I,Volvo Super Hydraulic Oil 68,,8,20,110,,1,3,42,,,,,,184,, 15 , 7 , -   , 15 , -   , 7.00 , 7.00 , 100.0% ▲, Downward Trend
OL,1161241,OL1161241,Volvo-Grease Lithium  EP2,,414,438,500,475,,,,,,,,,1827,, 152 , -   , -   , 152 , -   , -   , -   , ►, Downward Trend
OL,1161279-I,OL1161279-I,Volvo Axle Oil,,55,,107,,,,,55,,,,,217,, 18 , 9 , -   , 18 , -   , 9.00 , 9.00 , 100.0% ▲, Downward Trend
OL,1161279S,OL1161279S,VOLVO MINERAL AXLE OIL,,1152,216,836,627,1475,418,,1358,370,836,209,633,8130,, 678 , 568 , 559 , 678 , 0.80 , 568.00 , 568.00 , 100.0% ▲, Moderate Trend
OL,1161280,OL1161280,Oil-Gear,,,,,,,,,,,3,,,3,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
OL,1161280-I,OL1161280-I,Volvo Gearbox Oil,,44,,28,,,,,28,,9,,,109,, 9 , 6 , 3 , 9 , 0.30 , 6.00 , 6.00 , 100.0% ▲, Downward Trend
OL,1161280S,OL1161280S,VOLVO MINERAL GEARBOX OIL,,432,418,418,209,1061,,418,14,44,843,,842,4699,, 392 , 360 , 562 , 562 , 1.40 , 360.00 , 360.00 , 100.0% ▲, Upward Trend
OL,1161949,OL1161949,High Perfomance LD Rear Axle Oil,,,,,,,,,,,5,,,5,, -   , 1 , 2 , 2 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
OL,1161995,OL1161995,Oil-Power Steering,,59,,,4,,,,,,,,,63,, 5 , -   , -   , 5 , -   , -   , -   , ►, Downward Trend
OL,1161995-I,OL1161995-I,Volvo Power Steering Oil,,1,3,,,-6,6,-3,,25,,,,26,, 2 , 4 , -   , 4 , -   , 4.00 , 4.00 , 100.0% ▲, Downward Trend
OL,1161997S,OL1161997S,Volvo Power Steering Oil - 209L,,270,543,321,87,568,335,79,375,84,378,150,116,3306,, 276 , 197 , 215 , 276 , 0.80 , 197.00 , 197.00 , 100.0% ▲, Moderate Trend
OL,17488804S,OL17488804S,VOLVO SUPER HYDRAULIC OIL 68,,,,,,,,,6,,1,101,,108,, 9 , 18 , 34 , 34 , 3.80 , 18.00 , 18.00 , 100.0% ▲, Upward Trend
OL,17529084S,OL17529084S,VOLVO GREASE,,,,,233,758,1135,745,731,259,198,630,348,5037,, 420 , 485 , 392 , 485 , 0.90 , 485.00 , 485.00 , 100.0% ▲, Moderate Trend
OL,21039495-I,OL21039495-I,Volvo Retarder Oil,,,20,,,,,,,,,,,20,, 2 , -   , -   , 2 , -   , -   , -   , ►, Downward Trend
OL,23068345S,OL23068345S,VOLVO ENGINE OIL VDS-4.5,,2023,876,4103,217,3352,3349,,1045,1045,5434,1254,2090,24788,," 2,066 "," 1,811 "," 2,926 "," 2,926 ", 1.40 ," 1,811.00 "," 1,811.00 ", 100.0% ▲, Upward Trend
OL,23068345S-I,OL23068345S-I,VOLVO ENGINE OIL VDS-4.5 - 1 Ltr,,1313,1282,1569,2430,381,1353,2371,4551,333,678,883,1866,19010,," 1,584 "," 1,780 "," 1,142 "," 1,780 ", 0.70 ," 1,780.00 "," 1,780.00 ", 100.0% ▲, Downward Trend
OL,67-20001,OL67-20001,VOLVO Genuine VDS4 Diesel Engine Oil 1 LTR,,,,,,-38,38,,,,,,,0,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
OL,85102465S,OL85102465S,VOLVO ENGINE OIL VDS-3,,1045,836,418,418,1463,,,418,209,627,209,209,5852,, 488 , 279 , 348 , 488 , 0.70 , 279.00 , 279.00 , 100.0% ▲, Downward Trend
OL,85109697-A,OL85109697-A,Adblue - Barrel,,14280,4410,12600,14910,15960,12180,6510,8610,14700,13020,21420,19530,158130,," 13,178 "," 13,965 "," 17,990 "," 17,990 ", 1.40 ," 13,965.00 "," 13,965.00 ", 100.0% ▲, Upward Trend
OL,85109697-A50L,OL85109697-A50L,ADBLUE PAIL 50L,,,450,,,,,,,,,650,,1100,, 92 , 108 , 217 , 217 , 2.40 , 108.00 , 108.00 , 100.0% ▲, Upward Trend
OL,85109697-AIBC,OL85109697-AIBC,Adblue - IBC,,31202,47109,59775,51950,51573,58762,37118,36474,62799,39503,53972,36256,566493,," 47,208 "," 44,354 "," 43,244 "," 47,208 ", 0.90 ," 44,354.00 "," 44,354.00 ", 100.0% ▲, Moderate Trend
OL,85112076-EM,OL85112076-EM,Brake Fluid-500ML Pack,,3,1,,1,,,1,,,,,,6,, 1 , -   , -   , 1 , -   , -   , -   , ►, Downward Trend
OL,85117347,OL85117347,ZF ECO FULID M (EB5) GB 20 LTR,,,,,140,120,60,,,,80,40,,440,, 37 , 20 , 40 , 40 , 1.10 , 20.00 , 20.00 , 100.0% ▲, Moderate Trend
OL,85136277S,OL85136277S,VOLVO SYNTHETIC GEARBOX OIL VOLVO 97318,,286,100,298,176,160,120,20,80,80,400,20,280,2020,, 168 , 147 , 233 , 233 , 1.40 , 147.00 , 147.00 , 100.0% ▲, Upward Trend
OL,85136280,OL85136280,VOLVO SYN AO VOLVO 97312 DRUM 208L,,133,,13,,-15,15,54,,,,,,200,, 17 , 9 , -   , 17 , -   , 9.00 , 9.00 , 100.0% ▲, Downward Trend
OL,85136280S,OL85136280S,VOLVO SYNTHETIC AXLE OIL,,74,269,268,233,195,552,1712,412,452,41,468,415,5091,, 424 , 583 , 308 , 583 , 0.70 , 583.00 , 583.00 , 100.0% ▲, Downward Trend
OL,85136284E,OL85136284E,VOLVO SYN GBO VOLVO 97315 DRUM 208L,,44,,32,18,192,85,14,253,85,57,,,780,, 65 , 68 , 19 , 68 , 0.30 , 68.00 , 68.00 , 100.0% ▲, Downward Trend
OL,85136284S,OL85136284S,VOLVO SYNTHETIC GEARBOX OIL,,35,32,228,,-16,32,295,136,,235,336,181,1494,, 125 , 197 , 251 , 251 , 2.00 , 197.00 , 197.00 , 100.0% ▲, Upward Trend
OL,85153938,OL85153938,ENGINE OIL VDS5 210 LTR,,2154,831,221,75,6,11,,,,,,,3298,, 275 , -   , -   , 275 , -   , -   , -   , ►, Downward Trend
OL,85153938S,OL85153938S,VOLVO ENGINE OIL VDS-5,,,,595,377,1657,684,820,746,1551,1552,833,88,8903,, 742 , 932 , 824 , 932 , 1.10 , 932.00 , 932.00 , 100.0% ▲, Moderate Trend
RN,1622275,RN1622275,MOUNTING STRAP,,,1,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,20367148,RN20367148,FUEL TANK - 270LTR,,,1,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,20425414,RN20425414,LOCK,,,,,,,,,,,,1,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,20467159,RN20467159,LOCK,,,,,,,,1,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,20494498,RN20494498,PRESSURE PIPE,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,20532222,RN20532222,MAIN SHAFT,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,20555313,RN20555313,CONNECTING PIPE,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,20555319,RN20555319,BRACKET,,,,,,,,,1,0,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,20777236,RN20777236,COVER,,,,1,,,,,,1,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,21016548,RN21016548,PIPE,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,21094391,RN21094391,MUDGUARD,,,,,,,,,,,,3,0,3,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
RN,21196040,RN21196040,Bracket,,,,1,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,21211203,RN21211203,PTO Switch,,,1,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,21302471,RN21302471,HUB COVER,,,,,,,,,,,,1,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,21311610,RN21311610,COVER,,,,,,,,,,,,1,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,21363811,RN21363811,BRACKET,,,,,,,,,,,,2,,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
RN,21368805,RN21368805,ARM,,,,,,,,,1,1,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,21432251,RN21432251,BACKREST LOCK CONTROL,,,,,,,,,,,,1,0,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,21445539,RN21445539,V-CLAMP,,,,,,,,,1,,,2,,3,, -   , 1 , 1 , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
RN,21488833,RN21488833,STEERING PUMP,,,,,,,,-1,,,,,,-1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,21520119,RN21520119,FOOT BOARD,,,,,,,,,,,,1,0,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,21569191,RN21569191,UNIT INJECTOR,,,,,6,,,,,,,,,6,, 1 , -   , -   , 1 , -   , -   , -   , ►, Downward Trend
RN,21613426,RN21613426,THERMOSTAT,,,,,,,,,,,0,,,0,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,21618958,RN21618958,ANTI ROLL BAR,,,,,,,,,1,0,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,21643741,RN21643741,COVER,,,,1,0,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,21649619,RN21649619,RADIATOR - PC 24,,,,,,,,,2,1,1,,,4,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
RN,21752714,RN21752714,SPRING BRAKE CYLINDER,,,,,,,,,,1,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,21752715,RN21752715,SPRING BRAKE CYLINDER,,,,1,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,21926391,RN21926391,COVER,,,,,,,,,1,0,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,21956064,RN21956064,BRACKET,,,,,,,,,1,0,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,21957045,RN21957045,SWITCH,,,,,,,,,,,,1,0,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,21999956,RN21999956,COVER,,,,,,,,,1,0,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,22089732,RN22089732,WINDSCREEN,,1,,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,22119002,RN22119002,ANCHORAGE,,,,,,,,,1,0,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,22179133,RN22179133,BRACKET,,,,,1,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,22192021,RN22192021,ANCHORAGE,,,,,,,,,,,,1,0,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,22234339,RN22234339,REMOTE CONTROL,,,,,,,,,,1,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,22235314,RN22235314,CHARGE AIR COOLER,,,,,,,,,,,,,1,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,22238525,RN22238525,V-Stay,,,,,,,,,,,,,2,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
RN,22247898,RN22247898,SUPPORT,,,,,,,,,,,,1,0,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,22290090,RN22290090,PLATE,,,,,,,,,,,,1,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,22318841,RN22318841,STAY,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,22358444,RN22358444,INPUT SHAFT,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,22739212,RN22739212,TANK BRACKET,,,,1,,,,1,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,22799418,RN22799418,FUEL TANK,,,,,,,,,,,,1,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,22943668,RN22943668,SWITCH,,,,1,0,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,23055531,RN23055531,PANEL,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,23055776,RN23055776,COMPRESSED-AIR TAN,,,,,,1,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,23126245,RN23126245,SWITCH,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,23135528,RN23135528,DPF Filter,,1,3,3,2,4,3,1,7,2,2,1,3,32,, 3 , 3 , 2 , 3 , 0.70 , 3.00 , 3.00 , 100.0% ▲, Downward Trend
RN,23166782,RN23166782,AIR PRODUCTION MODULATOR,,,,,,,,,,1,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,23261164,RN23261164,HOSE,,,13,1,2,3,1,,,,,,,20,, 2 , -   , -   , 2 , -   , -   , -   , ►, Downward Trend
RN,23261167,RN23261167,HOSE,,1,3,3,1,6,1,,1,,,,,16,, 1 , -   , -   , 1 , -   , -   , -   , ►, Downward Trend
RN,23261936,RN23261936,STARTER MOTOR,,,,,,,,,,,0,,,0,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,23371194,RN23371194,SERVO PIPE,,,2,,1,1,,,,,,,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,23385367,RN23385367,BRACKET,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,23412240,RN23412240,HORN,,,,,,1,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,23419658,RN23419658,POSITION LAMP,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,23465609,RN23465609,DPF FILTER B8R,,,,1,,,,,,,1,,1,3,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
RN,23466468,RN23466468,COVER FRAME,,,,1,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,23478777,RN23478777,SERVO PIPE,,,,,,2,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,23546108,RN23546108,AIR COMPRESSOR,,,,,,,,,,1,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,23565727,RN23565727,ALTERNATOR,,,,,,2,1,,,,,,2,5,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
RN,23576707,RN23576707,COMPRESSOR,,1,,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,23650221,RN23650221,SERVO PIPE,,4,4,1,2,3,2,1,,,,,,17,, 1 , -   , -   , 1 , -   , -   , -   , ►, Downward Trend
RN,23670438,RN23670438,SHOCK ABSORBER,,,,,,,1,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,23710842,RN23710842,INTERIOR LAMP,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,23764216,RN23764216,EGR VALVE,,,,,,,,,,,0,,,0,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,23766362,RN23766362,SEAT,,,,1,,1,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,23772635,RN23772635,ARMREST,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,23772637,RN23772637,COVER FRAME,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,23779943,RN23779943,AIR PRODUCTION MODULATOR,,1,,,1,,,,,,,2,,4,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
RN,23834388,RN23834388,LINK ROD,,,,,,,,,,,,1,0,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,23842107,RN23842107,MOUNTING KIT,,,,,,,,,,,1,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,23867913,RN23867913,DPF Filter,,5,2,2,,1,7,3,1,1,4,9,8,43,, 4 , 4 , 7 , 7 , 1.80 , 4.00 , 4.00 , 100.0% ▲, Upward Trend
RN,23875437,RN23875437,RADIATOR,,,,,,,,,,,,4,1,5,, -   , 1 , 2 , 2 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
RN,23960708,RN23960708,SHOCK ABSORBER,,,,,,,,,1,0,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,23981350,RN23981350,GASKET,,,,,,,,,,,,1,1,2,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
RN,23988981,RN23988981,STEERING COLUMN,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,24003153,RN24003153,LOCK PIN,,,,,,,,,,,,1,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,24070789,RN24070789,COOLANT PUMP,,,,,,,,,,1,0,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,24118272,RN24118272,SEALING STRIP,,,1,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,24189496,RN24189496,INDICATOR LAMP,,,,,,,,,,,,1,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,24259846,RN24259846,STEEL WHEEL 8.25''X22.5''(WHEEL DISC),,,,2,,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,24261655,RN24261655,SWITCH PANEL,,1,,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,24290726,RN24290726,SWITCH,,,,,,1,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,24425046,RN24425046,SHIELD,,,,1,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,24492938,RN24492938,TELEMATICS CONTROL,,,,,,,,,1,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,24655847,RN24655847,AIR COMPRESSOR,,,,,1,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,250389,RN250389,STEERING GEAR BOX,,,,,,,,,,1,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,25814418,RN25814418,PROPELLER SHAFT,,,,,,,,1,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,3176521,RN3176521,BELLOWS,,,,,,,,1,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,67-70107,RN67-70107,CIRCUIT PANEL BOARD -BUS,,,2,,,,,,,3,,,2,7,, 1 , 1 , 1 , 1 , 1.00 , 1.00 , 1.00 , 100.0% ▲, Moderate Trend
RN,67-70240,RN67-70240,PROXIMITY SENSOR,,8,10,,,,,,13,,,,,31,, 3 , 2 , -   , 3 , -   , 2.00 , 2.00 , 100.0% ▲, Downward Trend
RN,67-70644 IS,RN67-70644 IS,CAB BARE PC24 I SHIFT ( CASE1)BS4(460),,,,,,,,,,,,1,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,67-70725,RN67-70725,ADD BLUE TANK BRACKET & DOSSING UNIT BRACKET SET,,31,17,59,91,101,284,132,97,62,40,76,63,1053,, 88 , 78 , 60 , 88 , 0.70 , 78.00 , 78.00 , 100.0% ▲, Downward Trend
RN,67-70807,RN67-70807,Radar Based Proximity Warning System - 10mtr Range,,8,10,,,,,,2,10,,33,15,78,, 7 , 10 , 16 , 16 , 2.30 , 10.00 , 10.00 , 100.0% ▲, Upward Trend
RN,67-70807S,RN67-70807S,RADAR BASED PROXIMITY WARNING SYSTEM - 10MTR RANGE,,10,7,10,9,,11,,,,,,,47,, 4 , -   , -   , 4 , -   , -   , -   , ►, Downward Trend
RN,67-70828,RN67-70828,Diesel Tank & Ad Blue tank Protective Guard-V2HYVA,,43,51,53,11,42,54,6,25,6,42,4,,337,, 28 , 14 , 15 , 28 , 0.50 , 14.00 , 14.00 , 100.0% ▲, Downward Trend
RN,67-70831,RN67-70831,Auto Fire Suppression kit -Foam type,,23,33,,23,66,1,58,3,4,21,49,6,287,, 24 , 24 , 25 , 25 , 1.00 , 24.00 , 24.00 , 100.0% ▲, Moderate Trend
RN,67-70831S,RN67-70831S,FIRE SUPPRESSION KIT (FULLY AUTOMATIC) FOAM TYPE-,,10,7,10,9,,11,,,,,,,47,, 4 , -   , -   , 4 , -   , -   , -   , ►, Downward Trend
RN,67-70836,RN67-70836,Driver Fatigue Monitoring System with mDVR (Record,,,2,,,45,,10,16,25,18,23,5,144,, 12 , 16 , 15 , 16 , 1.30 , 16.00 , 16.00 , 100.0% ▲, Upward Trend
RN,67-70836S,RN67-70836S,Driver Fatigue Monitoring System with Record,,10,7,10,9,,11,,,,,,,47,, 4 , -   , -   , 4 , -   , -   , -   , ►, Downward Trend
RN,67-70837,RN67-70837,Audio Visual Alarm with dual Buzzer,,,,,,,,,,4,0,,,4,, -   , 1 , -   , 1 , -   , 1.00 , 1.00 , 100.0% ▲, Downward Trend
RN,67-70844,RN67-70844,Camera,,1,,,2,,,,,,,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,67-70845,RN67-70845,Cable,,,2,1,,,,,,,,,,3,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,67-70847,RN67-70847,Fire Suppression  kit (Fully Automatic) Foam Type,,,,,5,,,,15,10,,5,5,40,, 3 , 6 , 3 , 6 , 1.00 , 6.00 , 6.00 , 100.0% ▲, Moderate Trend
RN,67-70865,RN67-70865,SLP BARE CABIN LH SIDE MAJOR FLOOR MINOR DAMAGE,,,,,,,1,,,,1,1,,3,, -   , -   , 1 , 1 , -   , -   , -   , ►, Downward Trend
RN,67-70866,RN67-70866,SLP BARE CABIN RH SIDE MAJOR FLOOR MINOR DAMAGE,,,1,,,1,,2,,,,,,4,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,67-70878,RN67-70878,CAB BARE FM- 460 P2982,,1,,,,,,,,,,,,1,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
RN,67-70899,RN67-70899,Load Measuring System (Overload Indication System),,23,33,,1,,,11,0,,14,,,82,, 7 , 4 , 5 , 7 , 0.70 , 4.00 , 4.00 , 100.0% ▲, Downward Trend
RN,67-70912,RN67-70912,Beacons ( Warning Lights)-P2982,,23,35,,1,,,7,1,4,18,,,89,, 7 , 5 , 6 , 7 , 0.90 , 5.00 , 5.00 , 100.0% ▲, Moderate Trend
RN,67-70912S,RN67-70912S,BEACONS ( WARNING LIGHTS),,10,7,10,9,,11,,,,,,,47,, 4 , -   , -   , 4 , -   , -   , -   , ►, Downward Trend
RN,67-70918,RN67-70918,Auto Dipping System  P2982,,23,35,,,,,17,16,10,18,23,5,147,, 12 , 15 , 15 , 15 , 1.30 , 15.00 , 15.00 , 100.0% ▲, Upward Trend
RN,67-70918S,RN67-70918S,AUTO DIPPING SYSTEM,,10,7,10,9,,11,,,,,,,47,, 4 , -   , -   , 4 , -   , -   , -   , ►, Downward Trend
RN,67-70919,RN67-70919,PROTECTION BRACKET FOR REAR VIEW CAMERA,,,,2,,,,,,,,,,2,, -   , -   , -   , -   , -   , -   , -   , ►, Downward Trend
